,home_lon,home_lat,work_lon,work_lat,num_candi
0,4.99371842153018,52.138158340859206,5.0141572,52.130967,0.0
1,5.007176511330139,52.1358655687065,5.061844,52.1249613,188.0
2,4.98615036278979,52.1350769190394,5.0141478,52.1309035,0.0
3,5.08722271911768,52.135377209509,5.0828282,52.1320994,40.0
4,5.08780816131421,52.1351989363117,5.0869655,52.1215407,34.0
5,5.08810268575891,52.134840162859,5.0927044,52.0266772,1520.0
6,5.08898143139937,52.134482866781,5.0884224,52.1328756,0.0
7,5.08956685485956,52.1343045848114,5.0614944,52.1247499,179.0
8,5.09015227364961,52.1341262999267,5.0884224,52.1328756,1.0
9,5.090445578258509,52.13394727777389,5.0884224,52.1328756,0.0
10,5.09132428760267,52.1335899641562,5.0927044,52.0266772,1520.0
11,5.09161639479512,52.13359069633061,5.0821403,52.1211613,594.0
12,5.092788377122321,52.1330543459365,5.0884224,52.1328756,0.0
13,5.09308048084236,52.133055074481604,5.0927044,52.0266772,1520.0
14,4.98529827847483,52.1323776024164,5.0158138,52.1311649,15.0
15,4.9855919909986905,52.1321988415664,5.0141478,52.1309035,0.0
16,5.0939603313074295,52.13251798382521,5.0884224,52.1328756,0.0
17,4.98384266465466,52.1318333506287,5.0224088,52.1268186,30.0
18,5.0948389844334105,52.1321606438896,5.0862477,52.1220604,17.0
19,4.98238545755604,52.131468836487706,5.0141478,52.1309035,0.0
20,5.0954255279169605,52.131802575368496,5.0884224,52.1328756,0.0
21,5.09571879613159,52.131623540003204,5.0822476,52.12145,146.0
22,5.096302984988969,52.1316249818379,5.0884224,52.1328756,0.0
23,5.09688950970463,52.1312669059887,5.1040042,52.1273102,0.0
24,4.9931991594247,52.130786405942295,5.0141478,52.1309035,0.0
25,5.09747485948579,52.13108858460961,5.1139577,52.1086284,963.0
26,5.09806020459667,52.130910260316,5.1040042,52.1273102,0.0
27,5.099525282829969,52.130194800637796,5.1040042,52.1273102,0.0
28,4.99467064679647,52.129532983666,5.0884322,52.1224844,599.0
29,4.9952563802227,52.1293551701751,5.0308986,52.1352194,69.0
30,4.99701198274858,52.1290014681454,5.0158138,52.1311649,15.0
31,5.1018677034934,52.129301687578895,5.1040042,52.1273102,46.0
32,5.1021609294712,52.1291226360864,5.0970495,52.1073354,86.0
33,4.99847548496046,52.1286467777853,5.0141478,52.1309035,0.0
34,5.08668200921301,52.128904462021396,5.097123,52.1072996,81.0
35,4.9961404782435,52.1284592986436,5.0308986,52.1352194,71.0
36,4.99730876343403,52.1284631660042,5.0308986,52.1352194,71.0
37,5.08931309425519,52.12855161408049,5.0856941,52.1307783,0.0
38,5.093402134008571,52.1285618680898,5.0927044,52.0266772,1520.0
39,5.108297939617071,52.1285980228026,5.1180958,52.1212692,54.0
40,4.9978960385683795,52.1281055833558,5.0141478,52.1309035,0.0
41,5.1050862512764805,52.1284106263072,5.1118376,52.120116,19.0
42,5.10859113522009,52.1284189552771,5.0927044,52.0266772,1520.0
43,5.08727098822327,52.12818691917789,5.0614466,52.1263145,300.0
44,5.0899020263567305,52.127834058016795,5.092974,52.1122753,50.0
45,5.10216895545797,52.127864333230896,5.085486,52.1215598,423.0
46,5.10246102543018,52.1278650385147,5.1139577,52.1086284,787.0
47,5.1021712485014,52.1275048180809,5.1040042,52.1273102,0.0
48,5.102755383754549,52.1275062279103,5.1118688,52.1200973,23.0
49,5.101880328571981,52.1273243545016,5.0970495,52.1073354,100.0
